ProductName,SplitedWords,BrandWords,品牌数,CategoryWords,类别数,CategoryName,BrandName,ProductCode
雅芳小黑裙香水沐浴露150ml,"雅芳, 小, 黑, 裙, 香水, 沐浴露, 150ml",雅芳,1,"香水, 沐浴露",2,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,雅芳,9599159
雅芳柚香爽肤沐浴露200g,"雅芳, 柚, 香, 爽, 肤, 沐浴露, 200g",雅芳,1,沐浴露,1,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,雅芳,9598894
雅芳水晶鞋香水沐浴露 150ml,"雅芳, 水晶, 鞋, 香水, 沐浴露,  , 150ml",雅芳,1,"鞋, 香水, 沐浴露",3,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,雅芳,10000621
雅芳玫瑰娇肤沐浴露200g,"雅芳, 玫, 瑰, 娇肤, 沐浴露, 200g",雅芳,1,沐浴露,1,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,雅芳,9598883
飘影海马梦幻香氛健肤沐浴乳900ml,"飘影, 海马, 梦, 幻, 香氛, 健肤, 沐浴, 乳, 900ml",飘影,1,"香氛, 沐浴",2,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,飘影,12115887
飘影珍珠美白滋养健肤沐浴乳900ml,"飘影, 珍珠, 美白, 滋, 养, 健肤, 沐浴, 乳, 900ml",飘影,1,"美白, 沐浴",2,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,飘影,12115876
飘影薄荷止痒舒爽健肤沐浴乳900ml,"飘影, 薄, 荷, 止, 痒, 舒, 爽, 健肤, 沐浴, 乳, 900ml",飘影,1,沐浴,1,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,飘影,12115898
高夫NO.2活力沐浴露400ml,"高夫, no.2, 活, 力, 沐浴露, 400ml",高夫,1,沐浴露,1,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,高夫,11649120
高夫沐浴露NO.2008  400ml,"高夫, 沐浴露, no.2008,  ,  , 400ml",高夫,1,沐浴露,1,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,高夫,9770290
舒肤佳经典净护纯白清香沐浴露1L立省10元,"舒肤佳, 经, 典, 净, 护, 纯, 白, 清, 香, 沐浴露, 1l, 立, 省, 10, 元",舒肤佳,1,沐浴露,1,0-5009-5058-5059:美容化妆、个人护理-洗浴用品-沐浴露,,11049528
SIMELO神奇祛味皂(赠品),"simelo, 神奇, 祛味, 皂, (, 赠, 品, )",simelo,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,SIMELO,297665
SOAPMEET 韩方人参养颜皂60g,"soapmeet,  , 韩, 方, 人参, 养, 颜, 皂, 60g",soapmeet,1,人参,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,SOAPMEET,10166151
UU 拉菲草麦麸香皂 95g 5012,"uu,  , 拉菲, 草, 麦, 麸, 香皂,  , 95g,  , 5012",uu,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,UU,10137663
UU 绿茶手工香皂 100g 5008,"uu,  , 绿, 茶, 手, 工, 香皂,  , 100g,  , 5008",uu,1,"茶, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,UU,10137629
UU 薄荷手工香皂 100g 5007,"uu,  , 薄, 荷, 手, 工, 香皂,  , 100g,  , 5007",uu,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,UU,10137618
上海保健皂 125g,"上海, 保健, 皂,  , 125g",上海,1,保健,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,上海,375439
上海保健皂 95g,"上海, 保健, 皂,  , 95g",上海,1,保健,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,上海,375417
上海制皂上海硫磺皂　125g,"上海制皂, 上海, 硫, 磺, 皂, 　, 125g",上海制皂,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,上海制皂,9813756
上海制皂上海硫磺皂　95g,"上海制皂, 上海, 硫, 磺, 皂, 　, 95g",上海制皂,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,上海制皂,9813767
上海制皂上海芦荟皂　125g,"上海制皂, 上海, 芦荟, 皂, 　, 125g",上海制皂,1,芦荟,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,上海制皂,9813778
上海制皂上海芦荟皂　95g,"上海制皂, 上海, 芦荟, 皂, 　, 95g",上海制皂,1,芦荟,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,上海制皂,9813789
上海制皂蜂花檀香皂　125g,"上海制皂, 蜂花, 檀, 香皂, 　, 125g",上海制皂,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,上海制皂,9813734
六神清凉香皂(冰片)125g,"六神, 清, 凉, 香皂, (, 冰, 片, ), 125g",六神,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,六神,21443
六神清凉香皂(绿茶)125g,"六神, 清, 凉, 香皂, (, 绿, 茶, ), 125g",六神,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,六神,21432
六神除菌香皂(百合)125g,"六神, 除菌, 香皂, (, 百合, ), 125g",六神,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,六神,21465
六神除菌香皂(百合)125g*3,"六神, 除菌, 香皂, (, 百合, ), 125g, *, 3",六神,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,六神,11121576
六神除菌香皂(金盏菊)125g,"六神, 除菌, 香皂, (, 金, 盏, 菊, ), 125g",六神,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,六神,21454
力士 幽莲魅肤魅肤香皂 125g(3月新包装),"力士,  , 幽, 莲, 魅, 肤, 魅, 肤, 香皂,  , 125g, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10994760
力士 清爽净肤爽肤香皂 125g(3月新包装),"力士,  , 清, 爽, 净肤, 爽, 肤, 香皂,  , 125g, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10994759
力士 清香爽肤爽肤香皂 125g,"力士,  , 清, 香, 爽, 肤, 爽, 肤, 香皂,  , 125g",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,501917
力士丝滑润肤娇肤香皂115g*3(3月新包装),"力士, 丝滑, 润, 肤, 娇肤, 香皂, 115g, *, 3, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10995172
力士娇肤香皂(丝滑润肤)125g(3月新包装),"力士, 娇肤, 香皂, (, 丝滑, 润, 肤, ), 125g, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10994715
力士娇肤香皂(恒久嫩肤)125g(3月新包装),"力士, 娇肤, 香皂, (, 恒, 久, 嫩, 肤, ), 125g, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10994737
力士娇肤香皂(滋养柔肤)125g(3月新包装),"力士, 娇肤, 香皂, (, 滋, 养, 柔肤, ), 125g, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10994726
力士嫩白亮采香皂125g(3月新包装),"力士, 嫩, 白, 亮采, 香皂, 125g, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10995194
力士嫩白亮采香皂125g(3月新包装)*6,"力士, 嫩, 白, 亮采, 香皂, 125g, (, 3, 月, 新包装, ), *, 6",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,11548462
力士恒久嫩肤娇肤香皂115g*3,"力士, 恒, 久, 嫩, 肤, 娇肤, 香皂, 115g, *, 3",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,9582336
力士恒久嫩肤香皂115g*3(3月新包装),"力士, 恒, 久, 嫩, 肤, 香皂, 115g, *, 3, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10994748
力士清香爽肤爽肤香皂125g(3月新包装),"力士, 清, 香, 爽, 肤, 爽, 肤, 香皂, 125g, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10995207
力士滋养柔肤娇肤香皂115g*3(3月新包装),"力士, 滋, 养, 柔肤, 娇肤, 香皂, 115g, *, 3, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10995183
力士白皙滢润靓肤香皂115g*3(3月新包装),"力士, 白皙, 滢, 润, 靓, 肤, 香皂, 115g, *, 3, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10995161
力士白皙滢润靓肤香皂125g(3月新包装),"力士, 白皙, 滢, 润, 靓, 肤, 香皂, 125g, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10995149
力士白皙焕采靓肤香皂115g*3(3月新包装),"力士, 白皙, 焕采, 靓, 肤, 香皂, 115g, *, 3, (, 3, 月, 新包装, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,10995150
力士白皙焕采香皂125g(赠品),"力士, 白皙, 焕采, 香皂, 125g, (, 赠, 品, )",力士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,力士,11504431
卡玫尔 明媚香氛香皂125g*3,"卡玫尔,  , 明, 媚, 香氛, 香皂, 125g, *, 3",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,544729
卡玫尔 柔美香氛香皂125g*3,"卡玫尔,  , 柔, 美, 香氛, 香皂, 125g, *, 3",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,544741
卡玫尔优雅魅惑香氛香皂115g,"卡玫尔, 优, 雅, 魅, 惑, 香氛, 香皂, 115g",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460712
卡玫尔优雅魅惑香氛香皂115g*3,"卡玫尔, 优, 雅, 魅, 惑, 香氛, 香皂, 115g, *, 3",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460767
卡玫尔心漾活力香氛香皂115g,"卡玫尔, 心, 漾, 活, 力, 香氛, 香皂, 115g",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460734
卡玫尔心漾活力香氛香皂115g*3,"卡玫尔, 心, 漾, 活, 力, 香氛, 香皂, 115g, *, 3",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460789
卡玫尔爱恋激情香氛香皂115g,"卡玫尔, 爱, 恋, 激, 情, 香氛, 香皂, 115g",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460698
卡玫尔爱恋激情香氛香皂115g*3,"卡玫尔, 爱, 恋, 激, 情, 香氛, 香皂, 115g, *, 3",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460756
卡玫尔甜美丝滑香氛香皂115g,"卡玫尔, 甜, 美, 丝滑, 香氛, 香皂, 115g",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460723
卡玫尔甜美丝滑香氛香皂115g*3,"卡玫尔, 甜, 美, 丝滑, 香氛, 香皂, 115g, *, 3",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460778
卡玫尔神秘迷情香氛香皂115g,"卡玫尔, 神, 秘, 迷情, 香氛, 香皂, 115g",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460701
卡玫尔神秘迷情香氛香皂115g*3,"卡玫尔, 神, 秘, 迷情, 香氛, 香皂, 115g, *, 3",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460803
卡玫尔舒缓恬静香氛香皂115g,"卡玫尔, 舒, 缓, 恬, 静, 香氛, 香皂, 115g",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460745
卡玫尔舒缓恬静香氛香皂115g*3,"卡玫尔, 舒, 缓, 恬, 静, 香氛, 香皂, 115g, *, 3",卡玫尔,1,"香氛, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,卡玫尔,11460790
双莲植物灌木皂70g,"双莲, 植物, 灌, 木, 皂, 70g",双莲,1,植物,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,双莲,10620618
双莲鳄梨芦荟皂95g,"双莲, 鳄, 梨, 芦荟, 皂, 95g",双莲,1,芦荟,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,双莲,10620629
双钱 上海硫磺皂90g,"双钱,  , 上海, 硫, 磺, 皂, 90g",双钱,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,双钱,10132237
双钱 上海芦荟皂90g,"双钱,  , 上海, 芦荟, 皂, 90g",双钱,1,芦荟,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,双钱,10132248
双钱 上海药皂100g,"双钱,  , 上海, 药, 皂, 100g",双钱,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,双钱,10132260
双钱 儿童润肤皂100g,"双钱,  , 儿, 童, 润, 肤, 皂, 100g",双钱,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,双钱,10132259
Hazline夏士莲沁凉清爽香皂买二送一装125g*3,"hazline, 夏士莲, 沁, 凉, 清, 爽, 香皂, 买, 二, 送, 一, 装, 125g, *, 3",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,9825176
Hazline夏士莲滋养倍润香皂买二送一装125g*3,"hazline, 夏士莲, 滋, 养, 倍, 润, 香皂, 买, 二, 送, 一, 装, 125g, *, 3",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,9825198
Hazline夏士莲粉瑰嫩白香皂买二送一装125g*3,"hazline, 夏士莲, 粉, 瑰, 嫩, 白, 香皂, 买, 二, 送, 一, 装, 125g, *, 3",hazline,1,"粉, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,9825187
Hazline夏士莲香皂(健康全护型)125g,"hazline, 夏士莲, 香皂, (, 健康, 全, 护, 型, ), 125g",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,102523
Hazline夏士莲香皂(怡神静肤型)125g,"hazline, 夏士莲, 香皂, (, 怡, 神, 静, 肤, 型, ), 125g",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,102501
Hazline夏士莲香皂(沁凉清爽型)125g,"hazline, 夏士莲, 香皂, (, 沁, 凉, 清, 爽, 型, ), 125g",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,102512
Hazline夏士莲香皂(沁凉清爽型)125g*3,"hazline, 夏士莲, 香皂, (, 沁, 凉, 清, 爽, 型, ), 125g, *, 3",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,310543
Hazline夏士莲香皂(滋养倍润型)125g,"hazline, 夏士莲, 香皂, (, 滋, 养, 倍, 润, 型, ), 125g",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,102534
Hazline夏士莲香皂(粉瑰嫩白型)125g,"hazline, 夏士莲, 香皂, (, 粉, 瑰, 嫩, 白, 型, ), 125g",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,102545
Hazline夏士莲香皂滋养倍润型125g*3,"hazline, 夏士莲, 香皂, 滋, 养, 倍, 润, 型, 125g, *, 3",hazline,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,20804
Hazline夏士莲香皂粉瑰嫩白型125g*3,"hazline, 夏士莲, 香皂, 粉, 瑰, 嫩, 白, 型, 125g, *, 3",hazline,1,"香皂, 粉",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,20815
力士 滋养柔肤娇肤沐浴乳 750ml+夏士莲粉瑰嫩白香皂买二送一装125g*3,"力士,  , 滋, 养, 柔肤, 娇肤, 沐浴, 乳,  , 750ml, +, 夏士莲, 粉, 瑰, 嫩, 白, 香皂, 买, 二, 送, 一, 装, 125g, *, 3",力士,1,"沐浴, 粉, 香皂",3,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,夏士莲,10620867
Dove多芬柔肤乳霜香块100g*3,"dove, 多芬, 柔肤, 乳霜, 香, 块, 100g, *, 3",dove,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,多芬,20326
多芬 柔肤乳霜香块 100g,"多芬,  , 柔肤, 乳霜, 香, 块,  , 100g",多芬,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,多芬,501359
多芬 清透盈润香块 100g,"多芬,  , 清透, 盈润, 香, 块,  , 100g",多芬,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,多芬,501348
威露士润肤香皂 125g,"威露士, 润, 肤, 香皂,  , 125g",威露士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,威露士,196474
威露士清爽香皂 125g,"威露士, 清, 爽, 香皂,  , 125g",威露士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,威露士,196485
威露士清爽香皂 125g*3,"威露士, 清, 爽, 香皂,  , 125g, *, 3",威露士,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,威露士,11121565
上海 硼酸浴皂95g,"上海,  , 硼, 酸, 浴, 皂, 95g",上海,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,扇牌,10132271
上海 高级药皂130g,"上海,  , 高, 级, 药, 皂, 130g",上海,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,扇牌,10132317
蜂花 玫瑰檀香皂125g,"蜂花,  , 玫, 瑰, 檀, 香皂, 125g",蜂花,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,扇牌,10132293
蜂花 茉莉檀香皂125g,"蜂花,  , 茉, 莉, 檀, 香皂, 125g",蜂花,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,扇牌,10132306
施巴婴儿洁肤皂(100g),"施巴, 婴儿, 洁, 肤, 皂, (, 100g, )",施巴,1,婴儿,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,施巴 seba med,11131514
施巴洁肤皂(100g),"施巴, 洁, 肤, 皂, (, 100g, )",施巴,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,施巴 seba med,11131503
汇美舍 茶树美肤皂 50g*4,"汇美舍,  , 茶, 树, 美, 肤, 皂,  , 50g, *, 4",汇美舍,1,茶,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,汇美舍,10346937
汇美舍 薰衣草美肤皂 50g*4,"汇美舍,  , 薰, 衣, 草, 美, 肤, 皂,  , 50g, *, 4",汇美舍,1,,0,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,汇美舍,10346926
滴露Dettol健康抑菌香皂(植物呵护)125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 植物, 呵, 护, ), 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,345017
滴露Dettol健康抑菌香皂(植物呵护)125g*3,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 植物, 呵, 护, ), 125g, *, 3",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,216159
滴露Dettol健康抑菌香皂(植物呵护)125g*36,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 植物, 呵, 护, ), 125g, *, 36",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,11548440
滴露Dettol健康抑菌香皂(植物呵护)特惠两块装125g+125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 植物, 呵, 护, ), 特, 惠, 两, 块, 装, 125g, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,10033995
滴露Dettol健康抑菌香皂(滋润倍护)125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 滋, 润, 倍, 护, ), 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,345006
滴露Dettol健康抑菌香皂(滋润倍护)125g*3,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 滋, 润, 倍, 护, ), 125g, *, 3",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,216148
滴露Dettol健康抑菌香皂(滋润倍护)买三赠一125g*3+125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 滋, 润, 倍, 护, ), 买, 三, 赠, 一, 125g, *, 3, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,506592
滴露Dettol健康抑菌香皂(滋润倍护)特惠两块装125g+125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 滋, 润, 倍, 护, ), 特, 惠, 两, 块, 装, 125g, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,10033984
滴露Dettol健康抑菌香皂(经典松木) 125g*3,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 经, 典, 松, 木, ),  , 125g, *, 3",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,98782
滴露Dettol健康抑菌香皂(经典松木)125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 经, 典, 松, 木, ), 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,344989
滴露Dettol健康抑菌香皂(经典松木)买三赠一125g*3+125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 经, 典, 松, 木, ), 买, 三, 赠, 一, 125g, *, 3, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,506581
滴露Dettol健康抑菌香皂(经典松木)特惠两块装125g+125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 经, 典, 松, 木, ), 特, 惠, 两, 块, 装, 125g, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,10034012
滴露Dettol健康抑菌香皂(自然清新)125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 自, 然, 清, 新, ), 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,425105
滴露Dettol健康抑菌香皂(自然清新)125g*3,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 自, 然, 清, 新, ), 125g, *, 3",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,425116
滴露Dettol健康抑菌香皂(自然清新)125g*36,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 自, 然, 清, 新, ), 125g, *, 36",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,11548451
滴露Dettol健康抑菌香皂(自然清新)买三赠一125g*3+125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 自, 然, 清, 新, ), 买, 三, 赠, 一, 125g, *, 3, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,506616
滴露Dettol健康抑菌香皂(自然清新)特惠两块装125g+125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 自, 然, 清, 新, ), 特, 惠, 两, 块, 装, 125g, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,10034001
滴露Dettol健康抑菌香皂(薄荷冰爽)125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 薄, 荷, 冰爽, ), 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,344990
滴露Dettol健康抑菌香皂(薄荷冰爽)特惠两块装125g+125g,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 薄, 荷, 冰爽, ), 特, 惠, 两, 块, 装, 125g, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,10033973
滴露Dettol健康抑菌香皂(薄荷冰爽味)125g*3,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 薄, 荷, 冰爽, 味, ), 125g, *, 3",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,98793
滴露Dettol健康抑菌香皂(薄荷冰爽味)125g*4,"滴露, dettol, 健康, 抑, 菌, 香皂, (, 薄, 荷, 冰爽, 味, ), 125g, *, 4",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,12166539
滴露Dettol健康除菌香皂(植物呵护)买三赠一125g*3+125g,"滴露, dettol, 健康, 除菌, 香皂, (, 植物, 呵, 护, ), 买, 三, 赠, 一, 125g, *, 3, +, 125g",滴露,1,"健康, 香皂",2,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,506605
滴露Dettol清爽魅力香皂买3送1,"滴露, dettol, 清, 爽, 魅, 力, 香皂, 买, 3, 送, 1",滴露,1,香皂,1,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,滴露,11064305
OLAY玉兰油 乳液护养型护肤香皂115g*3,"olay, 玉兰油,  , 乳液, 护, 养, 型, 护肤, 香皂, 115g, *, 3",olay,1,"乳液, 护肤, 香皂",3,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,玉兰油,543817
OLAY玉兰油 乳液护养型护肤香皂125g,"olay, 玉兰油,  , 乳液, 护, 养, 型, 护肤, 香皂, 125g",olay,1,"乳液, 护肤, 香皂",3,0-5009-5058-5060:美容化妆、个人护理-洗浴用品-香皂,玉兰油,543806
